Body Type,Club,Club (group),Contract Valid Until,Height,ID,Jersey Number,Joined,Loaned From,Name,Nationality,Play|Not_Play,Position,Preferred Foot,Release Clause,Value,Wage,Weight,Work Rate,Acceleration,Age,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,F1,Finishing,FK Accuracy,GK calculation,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,Interceptions,International Reputation,Jumping,Long Passing,Long Shots,Marking,Number of Records,Overall,Penalties,Positioning,Potential,Reactions,Short Passing,Shot Power,Skill Moves,Sliding Tackle,Special,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Weak Foot
Normal,RCD Espanyol,RCD Espanyol,2021,5'9,189506,4,01-01-2012,,Victor Sánchez,Spain,Yes,CDM,Right,€13.7M,€6.5M,€26K,159lbs,Low/ High,58,30,83,72,77,78,78,74,68,66,971,57,69,High,7,6,10,14,10,70,78,1,78,78,67,66,1,77,61,65,77,77,80,71,3,80,2023,61,68,80,59,79,56,3
Normal,Getafe CF,Getafe CF,2022,5'8,203843,22,08-07-2015,,D. Suárez,Uruguay,No,RB,Right,€13.7M,€6.5M,€22K,150lbs,High/ Medium,77,30,80,79,73,69,65,77,63,62,972,59,70,Low,16,9,9,15,7,68,75,1,79,66,70,68,1,77,67,59,77,72,76,80,2,80,2049,80,83,77,73,52,59,3
Lean,Ajax,Europe league,2019,6'1,148803,9,01-07-2017,,K. Huntelaar,Netherlands,Yes,ST,Right,€6.6M,€4.7M,€20K,183lbs,Medium/ Medium,50,34,69,58,62,69,81,63,72,62,973,80,66,Low,7,12,6,9,11,79,27,3,77,44,73,32,1,77,62,84,77,79,68,80,2,23,1792,57,53,33,78,66,81,4
Lean,Olympique Lyonnais,Olympique Lyonnais,2022,5'10,216643,14,01-07-2018,,L. Dubois,France,No,RB,Right,€22.1M,€10.5M,€44K,161lbs,High/ Medium,71,23,60,69,72,78,70,81,68,76,974,51,56,High,13,8,8,9,16,55,75,1,59,77,69,78,1,77,46,69,84,70,79,72,3,82,1994,68,74,80,65,64,76,4
Lean,Sporting CP,Sporting CP,2021,6'4,193862,6,01-07-2017,,André Pinto,Portugal,No,CB,Right,€14M,€7M,€14K,190lbs,Medium/ Medium,47,28,79,32,32,57,59,34,28,44,975,34,31,Low,15,13,6,11,11,78,77,1,30,58,38,80,1,77,38,21,77,73,58,41,2,79,1500,47,64,80,88,47,29,2
Normal,RC Strasbourg Alsace,RC Strasbourg Alsace,2019,5'10,204105,27,12-06-2017,,K. Lala,France,No,RWB,Right,€17.6M,€8.5M,€19K,172lbs,High/ Medium,78,26,79,67,70,77,66,76,65,79,976,46,72,High,14,6,7,6,15,63,76,1,70,72,51,73,1,77,78,76,78,77,73,67,3,73,2014,80,79,73,72,68,36,3
Normal,Trabzonspor,Trabzonspor,2020,6'2,186953,1,15-01-2008,,O. Kıvrak,Turkey,No,GK,Right,€11M,€5.5M,€24K,163lbs,Medium/ Medium,60,30,30,67,63,26,50,13,11,25,977,10,11,High,78,74,67,75,81,14,25,2,70,40,12,18,1,77,19,12,77,70,38,23,1,16,1289,60,40,13,68,50,10,3
Normal,Milan,Milan,2019,5'10,192073,16,02-07-2015,,A. Bertolacci,Italy,No,CM,Left,€15.3M,€9M,€75K,165lbs,Medium/ Medium,69,27,69,77,75,79,72,72,70,79,978,62,64,High,7,8,7,7,9,64,70,2,65,76,76,74,1,77,56,76,77,74,80,78,4,68,2041,73,77,68,67,76,69,3
Normal,Chievo Verona,Chievo Verona,2021,5'6,192841,17,01-07-2018,,E. Giaccherini,Italy,Yes,LW,Right,€9.4M,€5.5M,€20K,132lbs,High/ Medium,80,33,66,85,93,80,78,78,76,81,979,66,72,Low,14,11,14,14,7,58,66,2,53,70,80,56,1,77,69,80,77,76,78,68,4,66,2059,67,69,62,54,76,74,3
Normal,SL Benfica,SL Benfica,2021,5'7,220746,17,05-07-2016,,A. Živković,Serbia,No,LW,Left,€27.5M,€12.5M,€11K,150lbs,Medium/ Medium,85,21,58,85,88,80,77,77,82,82,980,66,70,Low,9,11,8,6,6,43,69,1,57,75,68,51,1,77,60,71,84,73,80,74,4,50,1988,82,70,64,40,80,68,3
Stocky,Boca Juniors,Boca Juniors,2020,5'10,226378,17,09-08-2017,,R. Ábila,Argentina,No,ST,Right,€12.6M,€9M,€27K,205lbs,High/ Low,68,28,76,67,82,76,72,51,52,69,981,80,48,High,16,14,15,14,15,76,19,1,72,52,57,35,1,77,75,81,77,73,64,83,3,22,1822,67,68,23,89,51,72,4
Normal,SD Eibar,SD Eibar,2019,5'10,178250,8,01-01-2018,,P. Diop,Senegal,No,RCM,Right,€10.5M,€5M,€22K,170lbs,Medium/ Medium,50,32,89,64,68,76,73,58,70,63,982,57,69,High,8,8,9,13,16,73,79,1,79,72,71,71,1,77,61,59,77,75,74,82,3,75,2018,54,76,79,88,65,67,3
Lean,Dynamo Kyiv,Dynamo Kyiv,2019,6'1,206411,19,10-07-2009,,D. Garmash,Ukraine,No,CM,Right,€18.9M,€9M,€1K,165lbs,High/ High,62,28,92,67,77,72,75,68,41,69,983,72,43,Low,10,13,8,15,10,56,78,1,59,76,81,69,1,77,51,58,77,75,80,80,3,69,1957,63,80,73,73,82,35,3
Normal,Eintracht Frankfurt,Eintracht Frankfurt,2020,6'0,202316,22,01-07-2014,,T. Chandler,United States,No,RB,Right,€11.9M,€7M,€33K,181lbs,High/ High,74,28,83,54,52,73,71,77,66,72,984,55,43,High,12,7,8,11,12,74,68,2,69,73,60,74,1,77,50,71,77,74,75,76,2,79,1973,79,79,79,82,55,57,3
Normal,Cagliari,Cagliari,2020,6'2,140620,15,17-08-2018,,R. Klavan,Estonia,Yes,CB,Left,€8.5M,€5M,€30K,187lbs,Medium/ Medium,45,32,77,58,54,70,70,52,48,56,985,38,34,Low,11,15,11,10,12,78,77,2,74,73,56,78,1,77,44,38,77,75,72,67,2,77,1754,51,55,80,74,60,34,3
Lean,Lokomotiv Moscow,Lokomotiv Moscow,2021,6'0,214092,15,01-07-2012,,A. Miranchuk,Russia,No,CAM,Left,€26.1M,€12M,€1K,163lbs,Medium/ Medium,71,22,43,77,67,79,70,65,64,78,986,64,53,High,8,8,9,12,15,53,36,1,58,71,65,22,1,77,57,72,82,74,82,65,3,29,1780,75,74,28,64,80,62,2
Normal,Stade Rennais FC,Stade Rennais FC,2020,6'0,179789,3,26-07-2018,,D. Da Silva,France,No,RCB,Right,€12.4M,€6.5M,€30K,181lbs,Medium/ Medium,57,30,82,60,61,69,73,49,28,42,987,25,31,High,6,8,12,16,11,77,78,2,73,62,41,77,1,77,43,39,77,64,69,28,2,77,1651,68,65,79,78,40,36,4
Normal,AS Monaco,AS Monaco,2020,6'4,115533,16,01-07-2017,,D. Benaglio,Switzerland,No,GK,Right,€6.8M,€3.6M,€44K,196lbs,Medium/ Medium,42,34,38,44,47,22,65,14,15,16,988,12,13,Low,76,79,61,79,72,15,22,3,71,31,14,10,1,77,23,7,77,75,32,22,1,14,1191,44,43,13,76,37,12,3
Stocky,Torino,Torino,2020,5'10,191053,8,03-01-2017,,T. Rincón,Venezuela,Yes,CM,Right,€13.6M,€8M,€42K,168lbs,Medium/ High,76,30,82,75,81,77,74,65,55,76,989,45,52,Low,12,12,11,8,12,58,80,2,91,76,72,72,1,77,46,66,77,76,78,77,3,78,2056,69,87,82,77,72,60,3
Normal,FC Porto,FC Porto,2019,5'8,182862,2,15-07-2015,,M. Pereira,Uruguay,No,RB,Right,€5M,€2.5M,€13K,161lbs,High/ Medium,70,34,86,70,83,75,76,77,70,75,990,57,50,High,16,8,6,10,9,62,78,3,75,70,60,76,1,77,65,70,77,74,75,76,2,82,2032,69,74,79,63,65,57,3
Normal,Göztepe SK,Göztepe SK,2021,6'0,190799,6,16-08-2018,,C. Borges,Costa Rica,Yes,LDM,Right,€13M,€6.5M,€24K,172lbs,High/ Medium,56,30,68,64,59,77,81,62,68,71,991,75,69,Low,9,16,7,9,13,68,77,2,65,78,79,74,1,77,75,76,77,77,79,80,3,74,2055,58,75,76,76,73,72,4
Normal,Deportivo Cali,Deportivo Cali,2018,6'0,152912,9,11-01-2018,,J. Sand,Argentina,No,ST,Right,€4.5M,€3.2M,€3K,174lbs,Medium/ Low,47,37,75,67,67,81,82,56,54,66,992,83,66,Low,11,16,15,9,14,84,33,1,72,44,73,50,1,77,84,84,77,84,71,76,3,29,1857,39,57,24,73,73,80,4
Normal,Getafe CF,Getafe CF,2020,5'11,155984,5,02-07-2018,,Markel Bergara,Spain,No,CDM,Right,€10.5M,€5M,€22K,172lbs,Medium/ Medium,64,32,79,60,67,69,63,58,60,65,993,67,71,High,11,15,11,15,16,62,82,1,69,76,68,70,1,77,59,64,77,75,78,61,3,76,1950,32,68,79,81,75,47,3
Stocky,Beşiktaş JK,Beşiktaş JK,2020,5'7,137809,99,30-01-2018,,Vágner Love,BRAZIL,No,ST,Right,€8.9M,€4.7M,€50K,159lbs,High/ Low,76,34,72,77,82,75,74,51,68,76,994,77,38,Low,16,16,13,8,6,78,40,3,77,45,72,31,1,77,83,83,77,70,70,80,4,25,1901,73,73,33,75,72,70,5
Lean,Stade Rennais FC,Stade Rennais FC,2021,5'10,214097,14,14-06-2017,,B. Bourigeaud,France,No,LM,Right,€22.7M,€11.5M,€28K,150lbs,High/ High,73,24,72,70,69,77,76,78,75,75,995,70,78,High,14,7,15,11,15,53,71,1,71,75,76,38,1,77,76,74,81,78,79,77,4,63,2049,70,77,68,65,76,63,3
Normal,Torino,Torino,30-Jun-19,6'0,193361,6,,Villarreal CF,R. Soriano,Italy,Yes,RCM,Right,,€9.5M,€31K,168lbs,Medium/ Medium,75,27,74,79,72,79,75,77,78,78,996,72,56,High,15,10,9,14,13,65,69,2,66,77,77,67,1,77,62,74,77,73,78,77,4,67,2082,75,65,69,69,78,73,4
Lean,,,,6'0,223058,7,,,D. Kuzyaev,Russia,No,RM,Right,, 0, 0,163lbs,Medium/ High,78,25,70,80,76,79,64,67,60,78,997,64,61,Low,15,16,13,7,8,51,74,1,60,75,74,71,1,77,63,71,80,73,82,76,3,76,2041,81,79,77,59,70,57,3
Normal,Deportivo Toluca,Deportivo Toluca,2020,5'9,152916,14,30-12-2016,,R. Sambueza,Argentina,No,RM,Left,€7.6M,€4.5M,€26K,159lbs,High/ Medium,69,34,86,69,73,80,83,78,82,77,998,70,77,High,8,6,8,9,16,57,60,1,67,78,72,33,1,77,73,68,77,75,79,75,4,46,2005,71,79,48,75,80,61,3
Lean,Brighton & Hove Albion,Europe league,2022,5'9,194644,22,09-08-2018,,Montoya,Spain,Yes,RB,Right,€15.8M,€8M,€43K,161lbs,High/ Medium,79,27,69,78,80,74,67,77,77,70,999,50,55,Low,6,15,16,8,8,62,78,2,75,69,68,72,1,77,50,63,78,73,73,82,3,77,2036,79,83,73,68,63,66,4
Normal,Atlético Paranaense,Atlético Paranaense,2021,6'2,230319,12,01-01-2018,,André Milazisco,BRAZIL,No,GK,Left,€1.8M,€950K,€7K,187lbs,Medium/ Medium,33,34,36,38,49,21,62,9,12,8,4492,7,13,High,77,61,62,64,77,8,26,1,66,13,9,21,1,71,13,20,71,71,19,21,1,8,1090,35,35,9,77,61,11,1
Lean,Bologna,Bologna,2020,6'4,207555,14,22-07-2015,,F. Helander,Sweden,No,CB,Left,€12.4M,€7M,€25K,185lbs,Medium/ High,46,25,80,54,54,54,63,30,39,52,1965,28,40,High,15,8,10,7,16,74,77,1,68,48,25,80,1,75,34,24,77,68,52,58,2,74,1557,52,63,78,83,45,21,1
Stocky,FC Nantes,FC Nantes,2022,5'10,207924,6,30-06-2016,,Lucas Lima,BRAZIL,No,LB,Left,€12.8M,€6.5M,€22K,168lbs,High/ High,69,26,68,71,73,73,66,77,73,74,1673,43,72,High,11,10,12,16,11,41,73,1,77,70,70,75,1,75,53,72,76,72,73,73,3,76,2010,78,86,77,62,67,62,1
Normal,Monterrey,Monterrey,2023,5'9,226045,17,01-07-2018,,J. Gallardo,Mexico,No,LW,Left,€14.3M,€7.5M,€32K,150lbs,High/ Low,79,23,50,75,71,73,66,71,70,75,2597,70,40,High,9,7,8,12,11,60,55,1,69,65,58,70,1,74,65,72,80,67,72,72,3,69,1936,77,83,69,73,70,49,1
Normal,,,,5'7,211339,20,,,R. Cardozo,Bolivia,No,LM,Left,, 0, 0,152lbs,Medium/ Medium,73,28,39,73,76,66,63,68,53,67,5245,60,57,High,9,7,12,12,15,46,48,1,48,66,58,61,1,70,64,65,70,73,68,63,3,57,1778,75,85,58,44,70,42,1
Lean,Sporting CP,Sporting CP,2019,6'2,150477,19,29-07-2017,,R. Salin,France,No,GK,Left,€5.7M,€2.8M,€9K,168lbs,Medium/ Medium,28,33,45,53,45,13,60,11,11,14,2512,11,15,High,78,64,68,74,79,16,26,1,70,23,13,20,1,74,11,16,74,73,36,23,1,16,1176,34,38,13,67,59,13,2
Lean,Napoli,Napoli,2023,6'3,225116,1,05-07-2018,,A. Meret,Italy,No,GK,Left,€27.9M,€12M,€24K,183lbs,Medium/ Medium,41,21,22,37,48,22,67,15,20,16,1763,17,21,High,77,71,66,75,78,19,22,1,68,22,17,10,1,75,21,20,89,70,29,21,1,12,1161,48,29,21,65,21,20,2
Lean,Juventus,Europe league,2020,6'4,189342,21,01-07-2014,,C. Pinsoglio,Italy,No,GK,Left,€3.6M,€2.2M,€44K,187lbs,Medium/ Medium,43,28,32,36,40,22,64,13,11,18,3700,11,18,High,74,70,58,74,76,13,18,1,71,28,6,20,1,72,22,11,72,62,24,18,1,13,1092,41,34,12,60,35,8,2
Lean,AEK Athens,AEK Athens,2022,6'5,239272,13,01-07-2016,,V. Barkas,Greece,No,GK,Left,€11.4M,€5M,€1K,201lbs,Medium/ Medium,35,24,36,31,29,20,60,14,14,12,2433,10,15,High,72,72,74,74,75,14,13,1,53,29,9,17,1,74,20,12,77,73,31,21,1,13,1109,34,39,12,70,58,8,2
Lean,KAA Gent,KAA Gent,2021,6'7,220932,91,01-01-2017,,L. Kalinić,Croatia,No,GK,Left,€10.2M,€6.5M,€17K,218lbs,Medium/ Medium,30,28,39,26,22,15,58,15,18,11,1204,12,13,High,81,75,42,76,80,15,23,1,58,16,19,13,1,76,22,7,78,71,18,25,1,17,1076,39,31,17,73,42,15,2
Normal,,,,6'0,204062,13,,,D. Keet,South Africa,No,GK,Left,, 0, 0,170lbs,Medium/ Medium,45,28,17,41,46,32,30,11,17,22,4876,12,13,High,72,69,68,67,71,13,16,1,77,43,13,15,1,70,34,14,71,65,33,37,1,17,1190,44,27,10,68,42,19,2
Normal,Sassuolo,Sassuolo,2019,6'0,106795,79,02-09-2013,,G. Pegolo,Italy,No,GK,Left,€272K,€160K,€14K,168lbs,Medium/ Medium,44,37,33,50,47,20,55,13,11,11,4104,18,18,High,71,68,60,71,72,15,20,1,70,21,12,8,1,71,13,12,71,70,35,23,1,11,1107,42,33,12,54,33,16,2
Normal,Bayer 04 Leverkusen,Bayer 04 Leverkusen,2019,6'0,152211,28,01-07-2016,,R. Özcan,Austria,No,GK,Left,€4.6M,€2.7M,€36K,172lbs,Medium/ Medium,52,34,32,48,36,14,53,12,14,13,1870,14,19,High,73,71,71,76,75,14,22,1,71,26,17,12,1,75,16,10,75,73,34,23,1,13,1169,51,36,14,72,32,13,2
Normal,Stade Malherbe Caen,Stade Malherbe Caen,2021,6'1,188597,1,01-07-2018,,E. Zelazny,France,No,GK,Left,€4.3M,€2.1M,€11K,176lbs,Medium/ Medium,46,26,19,30,37,34,52,8,6,12,4509,7,7,High,74,68,60,73,74,12,25,1,52,28,8,12,1,71,13,12,74,55,37,12,1,13,1005,44,21,16,59,22,9,2
Normal,Parma,Parma,30-Jun-19,6'1,191011,55,,Napoli,L. Sepe,Italy,No,GK,Left,,€5.5M,€36K,165lbs,Medium/ Medium,49,27,12,46,34,22,63,12,13,14,1642,14,12,High,74,76,61,73,79,13,20,1,57,31,19,28,1,75,17,10,78,71,32,21,1,19,1150,46,27,19,68,43,18,2
Normal,Jagiellonia Białystok,Jagiellonia Białystok,2019,6'2,161807,25,01-07-2016,,M. Kelemen,Slovakia,No,GK,Left,€162K,€120K,€3K,185lbs,Medium/ Medium,30,38,34,35,30,24,56,12,13,12,4820,11,15,Low,68,68,66,69,68,11,14,1,54,24,12,12,1,70,32,12,70,72,29,23,1,12,1000,24,30,18,44,10,12,2
Normal,KAS Eupen,KAS Eupen,2020,6'2,204308,1,01-07-2013,,H. Van Crombrugge,Belgium,No,GK,Left,€5.8M,€3.7M,€8K,194lbs,Medium/ Medium,37,25,34,45,43,22,50,12,16,12,2650,11,13,High,78,71,72,70,73,11,14,1,67,38,13,16,1,73,26,11,77,65,39,38,1,11,1166,37,32,17,67,39,16,2
Normal,Club Atlético Talleres,Club Atlético Talleres,2020,6'2,215251,22,11-01-2016,,G. Herrera,Argentina,No,GK,Left,€9.5M,€6M,€12K,185lbs,Medium/ Medium,53,26,27,39,54,20,43,17,12,20,1994,17,21,High,74,73,70,74,77,20,28,1,56,18,12,24,1,75,28,12,78,70,29,24,1,17,1183,45,40,15,63,16,18,2
Normal,Cruzeiro,Cruzeiro,2021,6'2,230165,1,01-01-2018,,Simão Donatinho,BRAZIL,No,GK,Left,€5.1M,€2.7M,€20K,181lbs,Medium/ Medium,41,34,42,58,48,25,59,12,20,12,1613,10,10,High,76,70,77,75,75,12,15,1,69,20,14,23,1,75,29,8,75,75,20,20,1,13,1186,46,32,10,60,58,11,2
Normal,Aalborg BK,Aalborg BK,2022,6'2,221584,1,17-08-2017,,J. Rinne,Sweden,No,GK,Left,€3.9M,€3M,€8K,179lbs,Medium/ Medium,46,25,27,47,33,20,66,15,17,16,3655,15,15,High,72,68,72,69,75,16,15,1,57,24,15,23,1,72,26,14,77,69,22,19,1,16,1149,47,28,14,63,60,14,2
Normal,RSC Anderlecht,RSC Anderlecht,2022,6'2,219793,16,15-06-2018,,T. Didillon,France,No,GK,Left,€10.2M,€6M,€11K,194lbs,Medium/ Medium,57,22,27,55,33,22,37,21,19,23,2375,13,15,High,75,72,72,75,76,15,14,1,57,28,16,13,1,74,22,9,81,63,25,22,1,20,1177,54,25,18,67,40,14,2
Normal,Kayserispor,Kayserispor,2019,6'3,223107,1,21-07-2016,,M. Yıldırım,Turkey,No,GK,Left,€3M,€1.4M,€6K,179lbs,Medium/ Medium,26,27,16,19,52,19,58,13,13,17,5223,14,16,High,70,67,62,70,70,14,23,1,27,17,12,11,1,70,22,12,72,70,20,20,1,19,954,25,18,18,37,31,14,2
Normal,San Lorenzo de Almagro,San Lorenzo de Almagro,2021,6'3,165493,22,20-01-2016,,N. Navarro,Argentina,No,GK,Left,€3M,€2M,€12K,192lbs,Medium/ Medium,50,33,34,58,43,27,63,18,16,19,2879,17,20,Low,73,72,68,74,72,15,21,1,57,22,15,23,1,73,23,16,73,71,35,16,1,19,1225,54,41,14,57,45,20,2
Normal,Nîmes Olympique,Nîmes Olympique,30-Jun-19,6'3,223898,30,,FC Girondins de Bordeaux,P. Bernardoni,France,No,GK,Left,,€3.9M,€13K,172lbs,Medium/ Medium,31,21,29,21,34,25,55,12,15,16,3687,13,18,High,72,73,70,74,74,21,25,1,46,24,16,16,1,72,19,15,82,53,28,19,1,18,1030,27,30,12,46,21,17,2
Normal,Al Nassr,Asia clubs,2020,6'4,165735,1,01-08-2018,,B. Jones,Australia,No,GK,Left,€1.5M,€900K,€17K,192lbs,Medium/ Medium,52,36,32,25,30,22,56,19,13,18,1789,17,12,High,75,69,69,80,75,11,23,1,70,18,11,17,1,75,35,17,75,75,28,24,1,13,1171,55,40,13,72,30,11,2
Normal,FC Basel 1893,FC Basel 1893,2020,5'11,213899,23,14-07-2016,,E. Balanta,COLOMBIANA,No,LCB,Left,€15.3M,€9M,€23K,185lbs,High/ High,69,25,82,60,48,70,73,50,35,65,1410,36,42,Low,9,14,11,12,10,75,73,1,70,76,34,71,1,76,43,45,82,72,68,55,2,72,1764,75,80,75,86,46,35,2
Stocky,Guangzhou R&F; FC,Guangzhou R&F; FC,2020,6'1,176377,3,01-07-2018,,D. Tošić,Serbia,No,LCB,Left,€4.9M,€2.3M,€13K,187lbs,High/ High,56,33,82,30,39,55,64,64,53,59,2590,38,46,High,11,6,10,12,16,72,74,1,71,62,58,68,1,74,43,65,74,67,70,74,2,76,1743,51,70,75,80,58,32,2
Lean,Paraná,Paraná,2021,5'10,230333,5,01-01-2018,,Jonas Damasto,BRAZIL,No,LB,Left,€1.7M,€875K,€14K,152lbs,High/ Low,82,34,41,68,57,57,63,72,64,61,3785,40,40,Low,10,15,9,9,12,59,67,1,71,53,48,78,1,72,38,40,72,67,68,55,2,73,1734,79,86,68,58,40,49,2
Normal,Birmingham City,Birmingham City,2022,6'3,234832,3,25-06-2018,,K. Pedersen,Denmark,No,LB,Left,€6.8M,€3.5M,€16K,183lbs,High/ Low,66,23,75,56,48,65,61,67,36,66,3459,30,25,High,6,7,7,15,14,73,78,1,67,47,39,71,1,72,30,49,77,70,66,49,2,68,1670,67,78,74,81,52,28,2
Lean,Cruzeiro,Cruzeiro,2021,5'10,230181,14,01-01-2018,,Heitor Gesse,BRAZIL,No,LB,Left,€1.3M,€675K,€16K,152lbs,High/ Medium,74,34,72,62,74,64,74,72,67,61,4086,48,61,High,13,10,16,9,13,58,71,1,62,58,55,78,1,71,56,61,71,72,71,67,2,69,1874,81,73,62,51,58,55,2
Lean,Palermo,Palermo,2020,6'0,194216,27,12-07-2018,,A. Mazzotta,Italy,No,LB,Left,€2.2M,€1.4M,€3K,161lbs,High/ Medium,76,28,71,69,77,64,65,67,63,62,5343,27,44,Low,12,14,6,7,12,60,64,1,64,60,59,71,1,70,60,49,70,68,64,64,2,67,1800,77,83,67,63,36,53,2
Lean,FC Girondins de Bordeaux,FC Girondins de Bordeaux,2021,6'2,233219,14,14-07-2017,,V. Jovanović,Serbia,No,CB,Left,€7.6M,€3.6M,€21K,176lbs,High/ Medium,52,22,76,53,50,67,67,57,33,62,3219,47,40,Low,10,14,6,10,5,68,71,1,72,60,30,71,1,72,53,48,78,70,69,55,2,70,1689,44,70,75,75,56,50,2
Lean,Fortuna Düsseldorf,Fortuna Düsseldorf,30-Jun-19,6'4,199761,19,,VfB Stuttgart,M. Kamiński,Poland,No,CB,Left,,€4M,€24K,181lbs,High/ Medium,65,26,65,54,58,66,58,55,52,59,2791,53,54,Low,9,10,7,6,10,70,73,1,78,75,60,76,1,73,34,59,75,72,72,72,2,71,1825,76,65,73,76,56,44,2
Normal,1. FC Heidenheim 1846,1. FC Heidenheim 1846,2020,5'10,183565,28,01-07-2015,,A. Feick,Germany,No,LB,Left,€2M,€1.3M,€7K,174lbs,High/ Medium,73,30,76,72,71,61,63,70,64,63,4812,58,63,Low,16,16,10,7,8,66,65,1,68,55,65,71,1,70,68,57,70,69,65,73,2,68,1901,69,81,68,69,53,43,2
Normal,Patronato,Patronato,2019,5'9,178565,23,17-07-2017,,B. Urribarri,Argentina,No,LB,Left,€1.7M,€1.2M,€8K,143lbs,High/ Medium,85,31,77,88,79,63,55,78,63,62,5231,30,70,High,12,11,12,6,12,52,66,1,80,60,64,61,1,70,34,59,70,66,65,70,2,65,1855,85,86,64,34,65,31,2
Normal,Frosinone,Frosinone,2021,6'1,201529,25,17-08-2018,,M. Capuano,Italy,No,LCB,Left,€4.5M,€2.4M,€10K,176lbs,High/ Medium,65,26,73,66,64,55,68,45,40,53,4149,20,21,Low,9,15,13,6,7,70,68,1,77,59,38,70,1,71,41,25,73,66,59,59,2,70,1605,67,74,71,85,36,18,2
Stocky,BB Erzurumspor,BB Erzurumspor,2019,6'0,144306,2,25-07-2018,,E. Korkmaz,Turkey,No,RCB,Left,€829K,€425K,€6K,183lbs,Low/ High,54,35,80,47,53,51,61,42,22,42,5368,32,42,Low,8,11,7,11,7,73,68,1,62,33,45,70,1,70,30,32,70,60,59,52,2,67,1448,47,48,74,73,22,24,2
Lean,Chievo Verona,Chievo Verona,2022,6'1,211557,5,14-08-2018,,F. Barba,Italy,No,LB,Left,€8.9M,€4.7M,€11K,170lbs,Low/ Medium,69,24,72,67,51,59,66,37,30,48,2838,21,29,Low,7,11,12,13,8,73,76,1,66,56,31,75,1,73,35,27,79,68,61,47,2,74,1569,69,68,73,75,29,32,2
Normal,Al Nassr,Asia clubs,2020,6'1,200818,5,08-08-2016,,Bruno Uvini,BRAZIL,No,RCB,Left,€5.2M,€2.9M,€24K,185lbs,Low/ Medium,31,27,71,30,40,58,61,19,42,46,3557,37,39,Low,16,15,14,11,15,70,75,1,69,53,36,67,1,72,43,33,73,64,61,63,2,68,1534,51,60,72,88,52,25,2
Normal,Medipol Başakşehir FK,Medipol Başakşehir FK,2020,6'2,182133,6,11-07-2014,,A. Epureanu,Moldova,No,LCB,Left,€7.2M,€3.8M,€20K,187lbs,Low/ Medium,54,31,70,35,36,61,69,39,39,56,2308,53,52,Low,12,12,12,8,7,81,74,1,32,59,41,71,1,74,51,53,74,71,66,64,2,72,1654,41,63,79,87,41,62,2
Normal,Standard de Liège,Standard de Liège,2020,6'3,200073,6,08-01-2016,,M. Kosanović,Serbia,No,CB,Left,€4.5M,€2.8M,€11K,187lbs,Low/ Medium,50,28,70,49,46,64,76,75,77,57,3639,22,75,Low,8,12,6,10,10,74,73,1,51,77,71,72,1,72,70,27,73,71,67,82,2,70,1831,48,66,71,84,58,68,2
Normal,Udinese,Udinese,2021,6'3,193091,17,31-07-2017,,B. Nuytinck,Netherlands,No,LCB,Left,€10.3M,€5.5M,€22K,181lbs,Low/ Medium,34,28,74,40,38,58,69,30,46,50,2200,32,34,High,7,6,10,12,9,70,76,1,64,62,36,78,1,74,46,28,76,68,58,62,2,72,1545,50,55,78,78,44,40,2
Stocky,Atlético Nacional,Atlético Nacional,2020,6'1,215050,4,18-01-2018,,D. Braghieri,Argentina,No,LCB,Left,€3.8M,€2.7M,€5K,190lbs,Low/ Medium,69,31,84,49,53,65,69,28,39,50,2629,35,32,Low,7,9,14,6,7,75,68,1,67,55,62,70,1,73,48,38,73,67,63,75,2,73,1671,59,66,73,81,47,37,2
Lean,Sporting Lokeren,Sporting Lokeren,2019,6'0,49161,3,25-08-2018,,O. Deschacht,Belgium,No,LCB,Left,€488K,€325K,€6K,179lbs,Medium/ High,47,37,69,57,59,57,77,64,42,47,4000,37,31,Low,6,14,10,12,6,70,82,1,49,60,52,72,1,71,36,47,71,65,65,62,2,70,1633,52,67,71,72,57,26,2
Lean,Fiorentina,Fiorentina,2021,6'2,226601,31,10-07-2017,,Vitor Hugo,BRAZIL,No,LCB,Left,€13.3M,€7.5M,€45K,176lbs,Medium/ High,66,27,80,43,47,49,70,32,33,39,1263,26,34,High,14,7,14,9,13,82,76,1,79,37,22,75,1,76,49,27,78,73,41,49,2,80,1547,69,60,78,78,33,33,2
Normal,Portimonense SC,Portimonense SC,2021,5'9,238856,21,01-07-2016,,Pedro Sá,Portugal,No,CDM,Left,€11.1M,€4.8M,€7K,154lbs,Medium/ High,56,24,82,77,75,72,72,43,67,62,2626,38,40,Low,6,8,6,11,8,61,68,1,77,75,52,62,1,73,51,47,80,76,72,77,2,70,1833,64,84,75,67,55,49,2
Normal,Real Oviedo,Real Oviedo,2019,6'0,171087,18,07-07-2016,,Christian Fernández,Spain,No,RCB,Left,€1.6M,€1M,€6K,170lbs,Medium/ High,62,32,80,61,72,60,65,66,58,55,5048,52,59,Low,16,7,16,8,7,70,69,1,73,61,51,65,1,70,54,59,70,66,63,67,2,66,1815,63,74,67,76,46,46,2
